Organisation Name,Section,Costs (Higher),Financial year: End Date
Duty Free World Council (DFWC),II - In-house lobbyists and trade/business/professional associations,24999,01/04/2017
SOCIEDAD ESPA‹OLA DE DIABETES (SED),III - Non-governmental organisations,725816,01/12/2017
Amigos de los Grandes Navegantes y Exploradores Espa_oles (AGNYEE),III - Non-governmental organisations,4000,01/12/2017
Shamir,III - Non-governmental organisations,199999,01/12/2017
BPW Bergische Achsen KG (BPW),II - In-house lobbyists and trade/business/professional associations,9999,01/12/2017
European Industrial Pharmacists Group (EIPG),III - Non-governmental organisations,99999,01/03/2017
The UK Oil and Gas Industry Association Limited (Oil & Gas UK),II - In-house lobbyists and trade/business/professional associations,9999,01/12/2017
"FEDERA_IA NA_IONAL_ A PRODUC_TORILOR DIN AGRICULTUR_, INDUSTRIE ALIMENTAR_ _I SERVICII CONEXE DIN ROMÎNIA - PRO AGRO (PRO AGRO)",III - Non-governmental organisations,10000,01/12/2017
Finnish Pilots' Association (FPA),II - In-house lobbyists and trade/business/professional associations,24999,01/12/2017
Animal Transportation Association (ATA),II - In-house lobbyists and trade/business/professional associations,50000,01/12/2017
Royalton Partners (Royalton Partners),II - In-house lobbyists and trade/business/professional associations,9999,01/12/2017
Confederazione Generale Europea Datoriale (FEDERDAT),II - In-house lobbyists and trade/business/professional associations,9999,01/12/2017
Woodz Public Affairs,I - Professional consultancies/law firms/self-employed consultants,9999,01/12/2017
IECC - Israelian European Consulting Cooperation (IECC),III - Non-governmental organisations,12000,01/12/2017
International Delphic Council (IDC),III - Non-governmental organisations,30000,01/12/2017
"Ambienta 45,C.B. (Ambienta45)",I - Professional consultancies/law firms/self-employed consultants,9999,01/12/2017
Commercial Broadcasters Association (COBA),II - In-house lobbyists and trade/business/professional associations,230000,01/03/2017
UGGC AVOCATS (UGGC AVOCATS),I - Professional consultancies/law firms/self-employed consultants,9999,01/12/2017
Grupo de Ativistas em Tratamentos (GAT),III - Non-governmental organisations,90000,01/12/2017
Future 21 Century Foundation (F21),III - Non-governmental organisations,49999,01/12/2017
IDA Brussels (IDA Group),I - Professional consultancies/law firms/self-employed consultants,799999,01/12/2017
COLLECTIF EUROPANOVA,III - Non-governmental organisations,99999,01/12/2017
Insurance Ireland,II - In-house lobbyists and trade/business/professional associations,130000,01/12/2017
Why-Advisory Oy,I - Professional consultancies/law firms/self-employed consultants,9999,01/06/2017
SIDNfonds,III - Non-governmental organisations,499999,01/12/2017
FMT Consulting,I - Professional consultancies/law firms/self-employed consultants,9999,01/03/2017
LEADER Egyesôletek Sz_vets_ge (LESZ),III - Non-governmental organisations,200,01/04/2017
Age-friendly Nederland,I - Professional consultancies/law firms/self-employed consultants,22000,01/12/2017
De_om s rakovinou n.o.,III - Non-governmental organisations,9999,01/12/2017
Carlo van de Weijer,I - Professional consultancies/law firms/self-employed consultants,9999,01/01/2017
Bank of Tokyo-Mitsubishi UFJ (BTMU),II - In-house lobbyists and trade/business/professional associations,9999,01/03/2017
Sow-CSP : Conseils & Subventions Publics (Sow-CSP),I - Professional consultancies/law firms/self-employed consultants,199999,01/03/2017
Steuerberaterverband Hamburg e.V.,II - In-house lobbyists and trade/business/professional associations,9999,01/12/2017
ICA Gruppen AB,II - In-house lobbyists and trade/business/professional associations,9999,01/12/2017
"Mizuho Financial Group, Inc. (MHFG)",II - In-house lobbyists and trade/business/professional associations,9999,01/03/2017
The Norwegian Wind Energy Association (NORWEA) (NORWEA),III - Non-governmental organisations,9999,01/12/2017
LAW VALUES SOCIAL EQUITY PUBLIC AFFAIRS SLP (LAWAY),I - Professional consultancies/law firms/self-employed consultants,9999,01/12/2017
CONSORZIO PER LA SICUREZZA STRADALE SOC. CONS. A R.L. (CSS),II - In-house lobbyists and trade/business/professional associations,150000,01/01/2017
Firearms United Global (FU),III - Non-governmental organisations,9999,01/12/2017
"Public Organization ""ALLIANCE.GLOBAL"" (ALLIANCE.GLOBAL)",III - Non-governmental organisations, -   ,01/12/2017
Asociaci„n Espa_ola de Storytelling (Asest),II - In-house lobbyists and trade/business/professional associations,24999,01/12/2017
Confederazione Italiana dell'impresa (CONFIMEA),II - In-house lobbyists and trade/business/professional associations,24999,01/12/2017
Associazione HUBITALIA (HUBITALIA),III - Non-governmental organisations,12000,01/12/2017
Deutscher Holzwirtschaftsrat e.V. (DHWR),II - In-house lobbyists and trade/business/professional associations,90000,01/12/2017
Adolf Wôrth GmbH & Co. KG (AWKG),II - In-house lobbyists and trade/business/professional associations,299999,01/12/2017
IP2Innovate (IP2I),II - In-house lobbyists and trade/business/professional associations,199999,01/12/2017
Verband Insolvenzverwalter Deutschlands (VID),II - In-house lobbyists and trade/business/professional associations,99999,01/12/2017
Keller and Heckman LLP (KH),I - Professional consultancies/law firms/self-employed consultants,9999,01/12/2017
CRU International,I - Professional consultancies/law firms/self-employed consultants,9999,01/03/2017
Darton Commodities Ltd,II - In-house lobbyists and trade/business/professional associations,49999,01/12/2017
Angel Calzada G„mez,I - Professional consultancies/law firms/self-employed consultants,9999,01/12/2017
Vision Consultancy 2000 SL (vision_comm),I - Professional consultancies/law firms/self-employed consultants,99999,01/12/2017
SA Tartu Êlikooli Kliinikum (TÊK),"VI - Organisations representing local, regional and municipal authorities, other public or mixed entities, etc.",9999,01/12/2017
Zentrum Digitalisierung.Bayern (ZD.B),"VI - Organisations representing local, regional and municipal authorities, other public or mixed entities, etc.",9999,01/12/2017
Foundation for Jewish Heritage (FJH),III - Non-governmental organisations,80000,01/09/2017
Confederation of European Shipmasters' Associations (CESMA),II - In-house lobbyists and trade/business/professional associations,9999,01/12/2017
Association Hubert Gouin,III - Non-governmental organisations,9999,01/12/2017
Zebra Technologies Corporation,II - In-house lobbyists and trade/business/professional associations,99999,01/12/2017
CAPIMVEST,I - Professional consultancies/law firms/self-employed consultants,10000,01/06/2017
European Association of Livestock Markets (AEMB),II - In-house lobbyists and trade/business/professional associations,49999,01/12/2017
Association Mackenzie,III - Non-governmental organisations,9999,01/01/2017
PLATFORMA (PLATFORMA),"VI - Organisations representing local, regional and municipal authorities, other public or mixed entities, etc.",399999,01/06/2017
Global Cyber Alliance Belgium (GCA),"IV - Think tanks, research and academic institutions",99999,01/05/2017
Nˆrodnˆ Sie_ Slovensk_ch Miestnych Ak_n_ch SkupÍn (NSS MAS),"VI - Organisations representing local, regional and municipal authorities, other public or mixed entities, etc.",9999,01/12/2017
Banc Sang i Teixits (BST),"VI - Organisations representing local, regional and municipal authorities, other public or mixed entities, etc.",9999,01/12/2017
Japan Automobile Standards Internationalization Center (JASIC),III - Non-governmental organisations,840470,01/03/2017
European Forum of Independent Professionals (EFIP),III - Non-governmental organisations,49999,01/12/2017
Cisco Systems Inc. (Cisco),II - In-house lobbyists and trade/business/professional associations,1249999,01/07/2017
Danske Slagterier SA (DS),II - In-house lobbyists and trade/business/professional associations,99999,01/12/2017
Consejo General de Colegios Oficiales de Ingenieros Agr„nomos (CGCOIA),"VI - Organisations representing local, regional and municipal authorities, other public or mixed entities, etc.",100000,01/12/2017
Fundacja Alternatywnych Inicjatyw Edukacyjnych (FAIE),III - Non-governmental organisations,9999,01/12/2017
Romanian Ornithological Society (SOR),III - Non-governmental organisations,9999,01/12/2017
Lietuvos profesini_ s_jung_ konfederacija (LPSK),II - In-house lobbyists and trade/business/professional associations,49999,01/01/2017
LTR INDUSTRIES (LTR),II - In-house lobbyists and trade/business/professional associations,49999,01/12/2017
AGIHAS _ SUPPORT GROUP for PEOPLE LIVING WITH HIV/AIDS (AGIHAS),III - Non-governmental organisations,1000,01/12/2017
Deque Systems,II - In-house lobbyists and trade/business/professional associations,5000,01/12/2017
aPODD Foundation (aPODD),III - Non-governmental organisations,9999,01/05/2017
"Hellenic Liver Patient Association ""Prometheus""",III - Non-governmental organisations,49999,01/01/2017
Dolno_l_skie Centrum Mikroorganizm„w Katarzyna Nazar-Morelowska (DCM),I - Professional consultancies/law firms/self-employed consultants,10000,01/01/2017
R U Robots Limited (RUR),II - In-house lobbyists and trade/business/professional associations,9999,01/03/2017
LUPUS IT-Consulting,I - Professional consultancies/law firms/self-employed consultants,9999,01/12/2017
Verband fôr Landentwicklung und Flurneuordnung Brandenburg (vlf Brandenburg),"VI - Organisations representing local, regional and municipal authorities, other public or mixed entities, etc.",60000,01/12/2017
Nederlands Multi-Belanghebbenden Forum e-Factureren (NMBF),III - Non-governmental organisations,9999,01/11/2017
Alter Summit,III - Non-governmental organisations,25000,01/12/2017
"a21soctenible Medio Ambiente, Desarrollo y Participacion (A21soCtenible)",I - Professional consultancies/law firms/self-employed consultants,9999,01/01/2017
Statoil ASA (STL/STO),II - In-house lobbyists and trade/business/professional associations,3249999,01/12/2017
Enfant d'afrique actions de paix dans les pays des grands lacs (E.A.A.P.P.G.L),III - Non-governmental organisations, -   ,01/04/2017
Simone Mezzacapo,I - Professional consultancies/law firms/self-employed consultants,24999,01/01/2017
Leibniz-Institut fôr Zoo- und Wildtierforschung im Forschungsverbund Berlin e.V. (IZW),"IV - Think tanks, research and academic institutions",9999,01/12/2017
European Smart Energy Solution Providers (ESMIG),II - In-house lobbyists and trade/business/professional associations,99999,01/01/2017
DOCUSIGN FRANCE,II - In-house lobbyists and trade/business/professional associations,99999,01/01/2017
The European Environment and Sustainable Development Advisory Councils Network (EEAC Network),"VI - Organisations representing local, regional and municipal authorities, other public or mixed entities, etc.",49999,01/12/2017
Business Region G_teborg AB (BRG),"VI - Organisations representing local, regional and municipal authorities, other public or mixed entities, etc.",100000,01/12/2017
K_rm_z_ Kurdele _stanbul Derne_i (KKI),III - Non-governmental organisations, -   ,01/12/2017
Centrale G_n_rale FGTB (CG FGTB),II - In-house lobbyists and trade/business/professional associations,199999,01/03/2017
EUROPEAN AFRICAN TREATMENT ADVOCATES NETWORK (EATAN),III - Non-governmental organisations,26340,01/08/2017
IQNet - The International Certification Association (IQNet),II - In-house lobbyists and trade/business/professional associations,9999,01/12/2017
Jilleba Public Affairs (JPA),I - Professional consultancies/law firms/self-employed consultants,1000,01/01/2017
Brussels Consulting Kft.,I - Professional consultancies/law firms/self-employed consultants,49999,01/12/2017
Alumni Europae,III - Non-governmental organisations,2500,01/07/2017
GMC SERVIZI FUTURO SAS (GMC),I - Professional consultancies/law firms/self-employed consultants,24999,01/06/2017
European Federation of Bilateral Chambers of Commerce (EFBCC),III - Non-governmental organisations,24999,01/01/2017
Rasch Rechtsanw_lte,I - Professional consultancies/law firms/self-employed consultants,24999,01/12/2017
L4L LEGAL ADVICE PLC,I - Professional consultancies/law firms/self-employed consultants,105885,01/02/2017
Architects Registration Board (ARB),"VI - Organisations representing local, regional and municipal authorities, other public or mixed entities, etc.",199999,01/01/2017
Duff & Phelps Ltd (D&P),I - Professional consultancies/law firms/self-employed consultants,9999,01/12/2017
THE EUROPEAN ALLIANCE OF LISTENERS' AND VIEWERS' ASSOCIATIONS (EURALVA),III - Non-governmental organisations,60000,01/01/2017
Albright Stonebridge Group LLC,I - Professional consultancies/law firms/self-employed consultants,599999,01/03/2017
Lietuvos darbo federacija (LDF),II - In-house lobbyists and trade/business/professional associations,8000,01/01/2017
Asocia_ia Rom_n_ pentru Agricultur_ Durabil_ (ARAD),III - Non-governmental organisations,800,01/03/2017
ACP Young Professional Network (ACP YPN),III - Non-governmental organisations,1021,01/01/2017
ACOPOL,I - Professional consultancies/law firms/self-employed consultants,24999,01/03/2017
BIL Sweden (BIL),II - In-house lobbyists and trade/business/professional associations,24999,01/04/2017
Centaur Consulting (Centaur),I - Professional consultancies/law firms/self-employed consultants,199999,01/03/2017
EU TEAM (EU Team),I - Professional consultancies/law firms/self-employed consultants,99999,01/12/2017
Data Security Solutions (DSS),II - In-house lobbyists and trade/business/professional associations,9999,01/01/2017
Chris Davies Ltd,I - Professional consultancies/law firms/self-employed consultants,9999,01/11/2017
Wizeimpact (WPC),I - Professional consultancies/law firms/self-employed consultants,24999,01/02/2017
union r_gionale professionnelle sant_ des m_decins lib_raux Auvergne Rh»ne Alpes (URPS Med AuRA),"VI - Organisations representing local, regional and municipal authorities, other public or mixed entities, etc.",550000,01/08/2017
Stowarzyszenie Komunikacji Marketingowej SAR (SAR Marketing Communication Association) (SAR),III - Non-governmental organisations,13699,01/12/2017
Vulcan Consulting Limited,I - Professional consultancies/law firms/self-employed consultants,99999,01/06/2017
European Steering Group on Sustainable Healthcare (ESG),I - Professional consultancies/law firms/self-employed consultants,49999,01/04/2017
MVO - de ketenorganisatie voor oliïn en vetten (MVO),II - In-house lobbyists and trade/business/professional associations,24999,01/01/2017
Animal Disease Tracking Ltd (VV),II - In-house lobbyists and trade/business/professional associations,9999,01/01/2017
Consumer Choice Center (CCC),III - Non-governmental organisations,199999,01/04/2017
DAL CONSULTING,I - Professional consultancies/law firms/self-employed consultants,9999,01/01/2017
ABP Food Group,II - In-house lobbyists and trade/business/professional associations,9999,01/03/2017
The Clearing House Association LLC (TCH),II - In-house lobbyists and trade/business/professional associations,49999,01/12/2017
Mazzei Hub (Helps 'Ur Business),I - Professional consultancies/law firms/self-employed consultants,9999,01/01/2017
AgrˆrnÍ komora _esk_ republiky (AK _R),II - In-house lobbyists and trade/business/professional associations,9999,01/01/2017
Hellenic Association for Promotion of Conservation Agriculture (HACA),III - Non-governmental organisations,5000,01/01/2017
NW (NW),I - Professional consultancies/law firms/self-employed consultants,9999,01/04/2017
Queen Mary Intellectual Property Research Institute (QMIPRI),"IV - Think tanks, research and academic institutions",9999,01/05/2017
Keidanren (Japan Business Federation),II - In-house lobbyists and trade/business/professional associations,399999,01/03/2017
Christian Schultz (SchultzKom),I - Professional consultancies/law firms/self-employed consultants,9999,01/06/2017
"Lithuanian Cybercrime Center of Excellence for Training, Research & Education (L3CE)",III - Non-governmental organisations,199999,01/01/2017
The Ex'tax Project Foundation,"IV - Think tanks, research and academic institutions",9999,01/01/2017
Royal College of Physicians (RCP),II - In-house lobbyists and trade/business/professional associations,99000,01/01/2017
Smart Payment Association (SPA),III - Non-governmental organisations,75000,01/03/2017
MACPartners (MACP),II - In-house lobbyists and trade/business/professional associations,49999,01/01/2017
Citizens Advice,II - In-house lobbyists and trade/business/professional associations,99999,01/03/2017
Szakszervezetek Egyôttm_k_d_si F„ruma (SZEF),II - In-house lobbyists and trade/business/professional associations,448080,01/05/2017
International Federation of Podiatrists (FIP-IFP),II - In-house lobbyists and trade/business/professional associations,15970,01/04/2017
BLUE BUBBLEWORLD (BBW),III - Non-governmental organisations,9999,01/01/2017
ESI Group,II - In-house lobbyists and trade/business/professional associations,9999,01/01/2017
over grenzen vzw (over grenzen),III - Non-governmental organisations,40000,01/01/2017
PA Consulting Services Limited,I - Professional consultancies/law firms/self-employed consultants, -   ,01/04/2017
Asociaci„n Espa_ola de Directivos de Responsabilidad Social (DIRSE),II - In-house lobbyists and trade/business/professional associations,99999,01/01/2017
Omni Modo Agnieszka Rzycka-Osiej (Omni Modo),I - Professional consultancies/law firms/self-employed consultants, -   ,01/01/2017
Vereniging Nederlands Kalkzandsteenplatform (VNK),II - In-house lobbyists and trade/business/professional associations,9999,01/12/2017
VINUM ET SPIRITUS ASSOCIATION BELGIUM (VINUM ET SPIRITUS),II - In-house lobbyists and trade/business/professional associations,49999,01/03/2017
MKC Communications,I - Professional consultancies/law firms/self-employed consultants,9999,01/01/2017
Avrupa Kad_n Lobisi Tôrkiye Koordinasyonu (AKL TK),III - Non-governmental organisations,9999,01/01/2017
Berufsverband der Datenschutzbeauftragten Deutschlands (BvD),III - Non-governmental organisations,9999,01/01/2017
British Distillers Alliance (BDA),II - In-house lobbyists and trade/business/professional associations,9999,01/07/2017
Free Fair Post Initiative (FFPI),III - Non-governmental organisations,24999,01/01/2017
Ogilvy Group SA,I - Professional consultancies/law firms/self-employed consultants,9999,01/01/2017
Maritime UK,II - In-house lobbyists and trade/business/professional associations,9999,01/04/2017
"""Dedal - Attestation and Certification"" Ltd.",II - In-house lobbyists and trade/business/professional associations,24999,01/07/2017
yourscience LTD (YRS LTD),I - Professional consultancies/law firms/self-employed consultants,24999,01/11/2017
Roger Creswell (CRA),I - Professional consultancies/law firms/self-employed consultants,9999,01/01/2017
R3 HoldCo LLC (R3),II - In-house lobbyists and trade/business/professional associations,99999,01/01/2017
Arts Council of Wales (ACW),"VI - Organisations representing local, regional and municipal authorities, other public or mixed entities, etc.",9999,01/03/2017
Select Holding (Welcome Chinese),II - In-house lobbyists and trade/business/professional associations,9999,01/06/2017
The Oxo-biodegradable Plastics Association (OPA),II - In-house lobbyists and trade/business/professional associations,24999,01/11/2017
Platform Unmanned Cargo Aircraft (PUCA),III - Non-governmental organisations,9999,01/01/2017
Rustavi2 Broadcasting Company (R2),II - In-house lobbyists and trade/business/professional associations,200000,01/01/2017
Hg Pooled Management Limited (HgCapital),II - In-house lobbyists and trade/business/professional associations,199999,01/03/2017
"DK finan_no svetovanje, Darko Kova_i_ s.p. (DK Svetovanje)",II - In-house lobbyists and trade/business/professional associations,49999,01/03/2017
Warkgrupp Oostfreesland - Arbeitsgemeinschaft fôr ostfriesische Zeit- und Kulturgeschichte (WGO),III - Non-governmental organisations,9999,01/10/2017
Polymateria Limited (Polymateria),II - In-house lobbyists and trade/business/professional associations,9999,01/01/2017
European Union for Progressive Judaism (EUPJ),V - Organisations representing churches and religious communities,49999,01/01/2017
"Fidelity National Information Services, Inc. (FIS)",II - In-house lobbyists and trade/business/professional associations,299999,01/01/2017
Icelandic Financial Services Association (SFF),III - Non-governmental organisations,499999,01/01/2017
Asociaci„n MaÍz y Sorgo Argentino (MAIZAR),II - In-house lobbyists and trade/business/professional associations,9999,01/06/2017
Wine Institute,II - In-house lobbyists and trade/business/professional associations,199999,01/06/2017
CroissancePlus,II - In-house lobbyists and trade/business/professional associations,1000000,01/05/2017
De Recirkulerande Vattenbrukarna Sverige Ekonomisk F_rening (RECIRKFISK),II - In-house lobbyists and trade/business/professional associations,16000,01/06/2017
REGIONE AUTONOMA DELLA SARDEGNA (RAS),"VI - Organisations representing local, regional and municipal authorities, other public or mixed entities, etc.",399999,01/12/2017
London Higher (LH),III - Non-governmental organisations,36725,01/07/2017
"Rettighedsalliancen, Rightholders Association (RA)",II - In-house lobbyists and trade/business/professional associations,9999,01/12/2017
Cˆmara de la Industria Argentina de Fertilizantes y AgroquÍmicos (CIAFA),II - In-house lobbyists and trade/business/professional associations,299999,01/12/2017
"Snap, Inc.",II - In-house lobbyists and trade/business/professional associations,24999,01/12/2017
Kindred Group plc (Kindred),II - In-house lobbyists and trade/business/professional associations,399999,01/12/2017
Euromonitor International,II - In-house lobbyists and trade/business/professional associations,199999,01/03/2017
InnoSec,I - Professional consultancies/law firms/self-employed consultants,1000000,01/11/2017
IF Steelman (IF STEELMAN),II - In-house lobbyists and trade/business/professional associations,49999,01/06/2017
Association Nationale de la Recherche et de la Technologie (ANRT),III - Non-governmental organisations,199999,01/09/2017
"Foreningen af miljË-, plan- og naturmedarbejdere i det offentlige (ENVINA)",III - Non-governmental organisations,9999,01/04/2017
Marcegaglia Holding,II - In-house lobbyists and trade/business/professional associations,24999,01/12/2017
"GitHub, Inc.",II - In-house lobbyists and trade/business/professional associations,24999,01/01/2017
Association Française du Multim_dia Mobile (AFMM),II - In-house lobbyists and trade/business/professional associations,9999,01/12/2017
"Institute of Soil Science, Chinese Academy of Sciences (ISSCAS)","IV - Think tanks, research and academic institutions",24999,01/12/2017
Bienenzuchtverein Starnberg e.V.,III - Non-governmental organisations,7000,01/12/2017
EP Tender,II - In-house lobbyists and trade/business/professional associations,9999,01/12/2017
Henley & Partners Holdings Ltd (H&P),II - In-house lobbyists and trade/business/professional associations,299999,01/12/2017
WORKMEC (WORKMEC),II - In-house lobbyists and trade/business/professional associations,99999,01/12/2017
Slovenskˆ spolo_nos_ pre povrchov_ ìpravy (SSPU),II - In-house lobbyists and trade/business/professional associations,9999,01/12/2017
Hop Growers of America (HGA),II - In-house lobbyists and trade/business/professional associations,199999,01/12/2017
"Zdru_enje proizvajalcev, dristributerjev in zastopnikov fitofarmacevtskih sredstev (GIZ fitofarmacije)",II - In-house lobbyists and trade/business/professional associations,49999,01/12/2017
"COSYLAB, laboratorij za kontrolne sisteme, d.d. (Cosylab)",II - In-house lobbyists and trade/business/professional associations,9999,01/03/2017
Selta,II - In-house lobbyists and trade/business/professional associations,299999,01/03/2017
5 Terre Academy (5TA),III - Non-governmental organisations,5000,01/09/2017
Hamling IT AB (HIT),I - Professional consultancies/law firms/self-employed consultants,49999,01/06/2017
Elelmiszerklub Alapitvany (Elelmiszerklub),III - Non-governmental organisations,9999,01/12/2017
Long Distance Advisory Council / Consejo Consultivo de Flota Comunitaria de Larga Distancia en Aguas Lejanas / Conseil Consultatif de Pêche Lointaine (LDAC),"VI - Organisations representing local, regional and municipal authorities, other public or mixed entities, etc.",499999,01/05/2017
Animal Health Distributors Association (UK) Ltd (AHDA (UK) Ltd),II - In-house lobbyists and trade/business/professional associations,99999,01/04/2017
SYNDICAT DES BIOLOGISTES (SDB),II - In-house lobbyists and trade/business/professional associations,5000,01/06/2017
Handicap.fr,II - In-house lobbyists and trade/business/professional associations,300000,01/06/2017
PPI AG,I - Professional consultancies/law firms/self-employed consultants,9999,01/09/2017
Bahamas Shipowners Assoication (BSA),II - In-house lobbyists and trade/business/professional associations,399999,01/04/2017
International Center for Transitional Justice Brussels (ICTJ Brussels),III - Non-governmental organisations,134770,01/03/2017
gymlib,I - Professional consultancies/law firms/self-employed consultants,199999,01/12/2017
DELOITTE CONSEIL (Deloitte),II - In-house lobbyists and trade/business/professional associations,399999,01/05/2017
Verband S_chsisch-Thôringischer Zuckerrôbenanbauer e.V (VSTZ),II - In-house lobbyists and trade/business/professional associations,99999,01/03/2017
Global Underwater Awareness Association (GUWAA),III - Non-governmental organisations,99999,01/12/2017
Japan Machinery Center for Trade and Investment (JMCTI),III - Non-governmental organisations,375000,01/03/2017
DAB Italia s.c.p.a. (DAB Italia),II - In-house lobbyists and trade/business/professional associations,3000,01/10/2017
Connected Health Alliance CIC (ECHAlliance),III - Non-governmental organisations,199999,01/03/2017
TENAGA NASIONAL BERHAD (TNB),II - In-house lobbyists and trade/business/professional associations,99999,01/08/2017
Global Center- Justice & Humanity (GCJH),III - Non-governmental organisations,9999,01/11/2017
Kingston University Higher Education Corporation (Kingston U),"IV - Think tanks, research and academic institutions",99999,01/07/2017
Zwi_zek Rzemios_a Polskiego (ZRP),II - In-house lobbyists and trade/business/professional associations,49999,01/12/2017
Institution of Occupational Safety and Health (IOSH),III - Non-governmental organisations,9999,01/03/2017
ECOINVEST CONSULTING LIMITED (ECOINVEST),I - Professional consultancies/law firms/self-employed consultants,24999,01/03/2017
European Fruit Juice Association (AIJN),II - In-house lobbyists and trade/business/professional associations,199999,01/12/2017
Asociacion Sindical de Trabajadores Agricolas bananeros y Campesinos (ASTAC),II - In-house lobbyists and trade/business/professional associations,100000,01/10/2017
Parodi & Partners SPRL,I - Professional consultancies/law firms/self-employed consultants,24999,01/06/2017
Geneva Network,"IV - Think tanks, research and academic institutions",9999,01/01/2017
Studio Coggiola,I - Professional consultancies/law firms/self-employed consultants,24999,01/12/2017
Human Rights Consortium (HRC),III - Non-governmental organisations,53000,01/06/2017
M-Squared Lasers,II - In-house lobbyists and trade/business/professional associations,24999,01/02/2017
"LET'S DO iT ! BELGIUM , CIVIC INITIATIVE AGAINST WASTE (LDI BELGIUM)",III - Non-governmental organisations,250,01/06/2017
Guardian Media Group (GMG),II - In-house lobbyists and trade/business/professional associations,49999,01/03/2017
European Marine Energy Centre Ltd (EMEC),III - Non-governmental organisations,49999,01/06/2017
Water Reuse Europe (WRE),II - In-house lobbyists and trade/business/professional associations,9999,01/03/2017
Primark Ltd,II - In-house lobbyists and trade/business/professional associations,49999,01/08/2017
Four Computing (FOURCOMP),I - Professional consultancies/law firms/self-employed consultants,24999,01/05/2017
Federal Express European Services Inc (FedEx),II - In-house lobbyists and trade/business/professional associations,399999,01/05/2017
Committee on the Administration of Justice (CAJ),III - Non-governmental organisations,280000,01/06/2017
Copenhagen Compliance (copcom),I - Professional consultancies/law firms/self-employed consultants,399999,01/10/2017
Cryos International - Denmark (Cryos),II - In-house lobbyists and trade/business/professional associations,300000,01/04/2017
Customs Connect Belgium Branch,I - Professional consultancies/law firms/self-employed consultants,99999,01/06/2017
Agriconsulting Europe S.A (A.E.S.A.),I - Professional consultancies/law firms/self-employed consultants,9999,01/06/2017
U.S. Soybean Export Council (USSEC),II - In-house lobbyists and trade/business/professional associations,9999,01/09/2017
Lansons Communications (Lansons),I - Professional consultancies/law firms/self-employed consultants,24999,01/03/2017
Yaskawa Europe (Yaskawa),II - In-house lobbyists and trade/business/professional associations,9999,01/02/2017
VIVENDI,II - In-house lobbyists and trade/business/professional associations,299999,01/12/2017
Network Access Associates Ltd (OneWeb) (NAA (OneWeb)),II - In-house lobbyists and trade/business/professional associations,199999,01/03/2017
Latvijas dzelzce__ (LDz),II - In-house lobbyists and trade/business/professional associations,299999,01/12/2017
ASSOCIATION DE LA TRANSFORMATION LATIERE (ATLA),II - In-house lobbyists and trade/business/professional associations,599999,01/12/2017
Hrvatska agencija za hranu (Croatian Food Agency) (HAH),"VI - Organisations representing local, regional and municipal authorities, other public or mixed entities, etc.",99999,01/12/2017
Global Infrastructure Investor Association (GIIA),II - In-house lobbyists and trade/business/professional associations,9999,01/12/2017
Silicon Saxony Management GmbH (SiSaxM),II - In-house lobbyists and trade/business/professional associations,9999,01/12/2017
Swissmem (Swissmem),II - In-house lobbyists and trade/business/professional associations,199999,01/12/2017
COMITE DE GESTION DE CITRICOS (CGC),II - In-house lobbyists and trade/business/professional associations,130000,01/06/2017
EuroWindoor AISBL (EuroWindoor),II - In-house lobbyists and trade/business/professional associations,72000,01/12/2017
IT+ROBOTICS (ITR),II - In-house lobbyists and trade/business/professional associations,300000,01/12/2017
Asia-Europe People's Forum (AEPF),III - Non-governmental organisations,399999,01/06/2017
Chambre des salari_s (CSL),II - In-house lobbyists and trade/business/professional associations,299999,01/12/2017
SAFT SAS (SAFT),II - In-house lobbyists and trade/business/professional associations,50000,01/12/2017
European Youth North Denmark (EUN),III - Non-governmental organisations,24999,01/12/2017
Guardtime AS (GT),II - In-house lobbyists and trade/business/professional associations,199999,01/12/2017
Confederation of Hungarian Employers and Industrialists BUSINESSHUNGARY (MGYOSZ/BUSINESSHUNGA),II - In-house lobbyists and trade/business/professional associations,640000,01/12/2017
Women Entrepreneurship Platform (WEP),III - Non-governmental organisations,9999,01/12/2017
More Europe - external cultural relations,III - Non-governmental organisations,99999,01/12/2017
ALNYLAM PHARMACEUTICALS (ALNY),II - In-house lobbyists and trade/business/professional associations,49999,01/12/2017
"European centre for development, implementation and management of projects (ECDIMP)",II - In-house lobbyists and trade/business/professional associations,24999,01/12/2017
Butterfly Conservation,III - Non-governmental organisations,120000,01/03/2017
AFC Consulting Group AG (AFC),I - Professional consultancies/law firms/self-employed consultants,9999,01/12/2017
Confederation of Labour PODKREPA (PODKREPA CL),II - In-house lobbyists and trade/business/professional associations,9999,01/12/2017
European Educational Research Association (EERA),III - Non-governmental organisations,513000,01/12/2017
Lucrativo Ltd Sustainable Solutions,II - In-house lobbyists and trade/business/professional associations,9999,01/05/2017
Proventa AG,II - In-house lobbyists and trade/business/professional associations,9999,01/06/2017
Asociaci„n para la investigaci„n y mejora del cultivo de la remolacha azucarera (AIMCRA),II - In-house lobbyists and trade/business/professional associations,199999,01/12/2017
Polskie Stowarzyszenie Producent„w Oleju (PSPO),II - In-house lobbyists and trade/business/professional associations,299999,01/12/2017
Intitute for Advance Architecture of Catalonia (IaaC),"IV - Think tanks, research and academic institutions",24999,01/09/2017
ML Engraving (ML Engraving),II - In-house lobbyists and trade/business/professional associations,10000,01/12/2017
