Organisation Name,Section,Costs (Higher),Financial year: End Date
Global Shea Alliance (GSA),III - Non-governmental organisations,9999,01/12/2015
Vlaamse Nieuwsmedia (VNM),II - In-house lobbyists and trade/business/professional associations,24999,01/12/2015
Liquideo (AKIVA) (Liquideo (AKIVA)),II - In-house lobbyists and trade/business/professional associations,100000,01/12/2015
International Union of Marine Insurance (IUMI),II - In-house lobbyists and trade/business/professional associations,9999,01/12/2015
Federation of Young European Greens (FYEG),III - Non-governmental organisations,20000,01/12/2015
Infolab Narloch sp„_ka jawna (Infolab),II - In-house lobbyists and trade/business/professional associations,250000,01/12/2015
Verein der Zuckerindustrie e.V. (VdZ),II - In-house lobbyists and trade/business/professional associations,24999,01/12/2015
Overberg,I - Professional consultancies/law firms/self-employed consultants,49999,01/12/2015
Stiftung Familienunternehmen,III - Non-governmental organisations,9999,01/12/2015
Association europ_enne des jeunes entrepreneurs (AEJE),III - Non-governmental organisations,10800,01/12/2015
European Muslim Union (EMU),III - Non-governmental organisations,24999,01/12/2015
Buchalik Br_mmekamp Rechtsanwaltsgesellschaft mbH,I - Professional consultancies/law firms/self-employed consultants,9999,01/12/2015
Unie vydavatel_ (Czech Publishers‚ Association),II - In-house lobbyists and trade/business/professional associations,24999,01/12/2015
Swedish Association of Local Authorities and Regions (SALAR),"VI - Organisations representing local, regional and municipal authorities, other public or mixed entities, etc.",1249999,01/12/2015
F_d_ration Internationale des V_hicules Anciens (FIVA),II - In-house lobbyists and trade/business/professional associations,99999,01/12/2015
______ ________ ___________ (______ __________ ___ ____________) (___ (NTUA)),"IV - Think tanks, research and academic institutions",99999,01/12/2015
Istituto Europeo di Scienze Forensi e Biomediche (EFBI),"VI - Organisations representing local, regional and municipal authorities, other public or mixed entities, etc.",9999,01/12/2015
Universit_ degli Studi di Catania (UNICT),"IV - Think tanks, research and academic institutions",250000,01/12/2015
HK Post & Kommunikation,II - In-house lobbyists and trade/business/professional associations,9999,01/12/2015
EBRC S.A. (EBRC),II - In-house lobbyists and trade/business/professional associations,24999,01/12/2015
Walter de Gruyter GmbH (De Gruyter),II - In-house lobbyists and trade/business/professional associations,9999,01/12/2015
Association Internationale Villes et Ports (AIVP),III - Non-governmental organisations,3000,01/12/2015
Spanish VAT Services Asesores SL,I - Professional consultancies/law firms/self-employed consultants,9999,01/12/2015
Reutlinger General-Anzeiger Verlags-GmbH (GEA),II - In-house lobbyists and trade/business/professional associations,199999,01/12/2015
GREMI MEDIA SPÓ_KA AKCYJNA (GM),II - In-house lobbyists and trade/business/professional associations,9999,01/12/2015
Polska Press Sp. z o.o. (Polska Press),II - In-house lobbyists and trade/business/professional associations,9999,01/12/2015
Presse-Druck-und Verlags-GmbH (PD),II - In-house lobbyists and trade/business/professional associations,9999,01/12/2015
Association Professionnelle des Interm_diaires en Cr_dit (APIC),II - In-house lobbyists and trade/business/professional associations,9999,01/12/2015
Sôdwestdeutsche Medienholding GmbH (SWMH),II - In-house lobbyists and trade/business/professional associations,9999,01/12/2015
Collecting Society of Hungarian Creative Artists Association Hungart (Hungart),II - In-house lobbyists and trade/business/professional associations,7580,01/12/2015
Finnet-liitto Ry (Finnet),II - In-house lobbyists and trade/business/professional associations,49999,01/12/2015
"PIANC, the World Association for Waterborne Transport Infrastructure (PIANC)",III - Non-governmental organisations,65000,01/12/2015
WorldLoop,III - Non-governmental organisations,499999,01/12/2015
Netzwerk Europ_ischer Eisenbahnen e.V. (NEE),III - Non-governmental organisations,20000,01/12/2015
Instytut Ko_ciuszki - Instytut Integracji Europejskiej (Instytut Ko_ciuszki),"IV - Think tanks, research and academic institutions",223957,01/12/2015
Consorzio Bonifica di secondo grado per il canale Emiliano Romagnolo - CER (CER),"VI - Organisations representing local, regional and municipal authorities, other public or mixed entities, etc.",49999,01/12/2015
Leaseurope,II - In-house lobbyists and trade/business/professional associations,599999,01/12/2015
Regional Cluster North-East (RCNE),III - Non-governmental organisations,24999,01/12/2015
Brussels Airlines SA/NV,II - In-house lobbyists and trade/business/professional associations,49999,01/12/2015
PR Consultant (PR Consultant),I - Professional consultancies/law firms/self-employed consultants,9999,01/12/2015
COMIT€ ESPA‹OL DE REPRESENTANTES DE PERSONAS CON DISCAPACIDAD (CERMI),III - Non-governmental organisations,60000,01/12/2015
Nortal AS,II - In-house lobbyists and trade/business/professional associations,9999,01/12/2015
Initiative gegen ein Leistungsschutzrecht fôr Presseverleger (IGEL),III - Non-governmental organisations,9999,01/12/2015
Polska Fundacja Morska (PFM),III - Non-governmental organisations,9999,01/12/2015
Schweizerische Public Affairs Gesellschaft (SPAG I SSPA),II - In-house lobbyists and trade/business/professional associations,9999,01/12/2015
Greenport Holland i/o Topsector Tuinbouw & Uitgangsmaterialen (Topsecctor T&U),II - In-house lobbyists and trade/business/professional associations,199999,01/12/2015
Electricity Supply Board (ESB),II - In-house lobbyists and trade/business/professional associations,99999,01/12/2015
TRANSFRIGOROUTE ITALIA ASSOTIR (T.I. ASSOTIR),II - In-house lobbyists and trade/business/professional associations,199999,01/12/2015
LA PRESSE.be,II - In-house lobbyists and trade/business/professional associations,24999,01/12/2015
"Soci_t_ belge des auteurs, compositeurs et _diteurs (SABAM)",II - In-house lobbyists and trade/business/professional associations,49999,01/12/2015
Hogrefe Verlag,II - In-house lobbyists and trade/business/professional associations,1200,01/12/2015
Universit_ Iuav di Venezia (Iuav),"IV - Think tanks, research and academic institutions",9999,01/12/2015
Asociaci„n Espa_ola de Codificaci„n Comercial (AECOC),II - In-house lobbyists and trade/business/professional associations,599999,01/12/2015
Carpathia Verlag GmbH,II - In-house lobbyists and trade/business/professional associations,9999,01/12/2015
BioMarine International Cluster Association (BICA),II - In-house lobbyists and trade/business/professional associations,9999,01/12/2015
ROMANIAN ASSOCIATION OF BUILDING SERVICES ENGINEERS (AIIR),III - Non-governmental organisations,2000,01/12/2015
Poligrafici Editoriale S.p.A. (Poligrafici),II - In-house lobbyists and trade/business/professional associations,9999,01/12/2015
Bonelli Erede Pappalardo (BE),I - Professional consultancies/law firms/self-employed consultants,9999,01/12/2015
Societ_ Scientifica Melchiorre Gioia,"IV - Think tanks, research and academic institutions",9999,01/12/2015
Burda Media Polska Sp. z o.o. (Burda Media Polska),II - In-house lobbyists and trade/business/professional associations,9999,01/12/2015
Hausfeld & Co. LLP,I - Professional consultancies/law firms/self-employed consultants,9999,01/12/2015
N_tverket f_r elektroniska aff_rer (The Swedish Alliance for E-business) (NEA),III - Non-governmental organisations,9999,01/12/2015
Zentralverband der Augenoptiker und Optometristen (ZVA),II - In-house lobbyists and trade/business/professional associations,50000,01/12/2015
Young European Associated Researchers (YEAR),III - Non-governmental organisations,26979,01/12/2015
UNIONE FRATI MINORI D'EUROPA ASBL (UFME ASBL),V - Organisations representing churches and religious communities,24999,01/12/2015
MarketAxess Limited,II - In-house lobbyists and trade/business/professional associations,9999,01/12/2015
Studio legale struzziero,I - Professional consultancies/law firms/self-employed consultants,24999,01/12/2015
Bundesverband der Autovermieter Deutschlands e.V. (BAV),II - In-house lobbyists and trade/business/professional associations,9999,01/12/2015
Natural Grass (NG),II - In-house lobbyists and trade/business/professional associations,9999,01/12/2015
Holland Rail Industry (HRI),II - In-house lobbyists and trade/business/professional associations,48000,01/12/2015
"Graz University of Technology (TU Graz, IVT)","IV - Think tanks, research and academic institutions",225000,01/12/2015
AFEW International (AFEW),III - Non-governmental organisations,15000,01/12/2015
Communication & Institutions (C&I),I - Professional consultancies/law firms/self-employed consultants,49999,01/12/2015
AEGIS Europe,II - In-house lobbyists and trade/business/professional associations,199999,01/12/2015
Regione Toscana - Ufficio di collegamento con le Istituzioni Comunitarie a Bruxelles,"VI - Organisations representing local, regional and municipal authorities, other public or mixed entities, etc.",499999,01/12/2015
Network of European Regions for a Competitive and Sustainable Tourism (NECSTouR),"VI - Organisations representing local, regional and municipal authorities, other public or mixed entities, etc.",99999,01/12/2015
Climate Alliance of European cities with indigenous rainforest peoples (Climate Alliance),"VI - Organisations representing local, regional and municipal authorities, other public or mixed entities, etc.",24999,01/12/2015
Federaci„ Balear de Confraries de Pescadors (FBCP),II - In-house lobbyists and trade/business/professional associations,9999,01/12/2015
Dental Council of Ireland,"VI - Organisations representing local, regional and municipal authorities, other public or mixed entities, etc.",100000,01/12/2015
NETINVET,II - In-house lobbyists and trade/business/professional associations,24999,01/12/2015
"Verein zur F_rderung des Bergmannstages, der Rohstoffinitiative sowie der Aus- und Weiterbildung auf dem Gebiet der Rohstoffe (EUMICON)",II - In-house lobbyists and trade/business/professional associations,49999,01/12/2015
Deutsche Energie-Agentur (dena) (dena),II - In-house lobbyists and trade/business/professional associations,299999,01/12/2015
Koninklijk verbond van beheerders van goederenstrom (Kvbg),II - In-house lobbyists and trade/business/professional associations,9999,01/12/2015
Europ_ische Akademie fôr Informationsfreiheit und Datenschutz (EAID),"IV - Think tanks, research and academic institutions",2000,01/12/2015
BlueLink (BlueLink.net),III - Non-governmental organisations,9999,01/12/2015
Eberhard Karls Universit_t Tôbingen (EKUT),"IV - Think tanks, research and academic institutions",9999,01/12/2015
Electronic Cigarette Industry Platform (eCIP),II - In-house lobbyists and trade/business/professional associations,9999,01/12/2015
Young Professionals in Foreign Policy (YPFP),III - Non-governmental organisations,9999,01/08/2015
Saarl_ndisches Filmarchiv e.V. (SFA),"VI - Organisations representing local, regional and municipal authorities, other public or mixed entities, etc.",9999,01/12/2015
DBFZ Deutsches Biomasseforschungszentrum gemeinnôtzige GmbH (DBFZ),"IV - Think tanks, research and academic institutions",9999,01/12/2015
ARAS - Asocia_ia Rom_n_ Anti-SIDA (ARAS),III - Non-governmental organisations,9999,01/12/2015
Federazione nazionale Collegi professionali Tecnici Sanitari di Radiologia Medica (FNCPTSRM),"VI - Organisations representing local, regional and municipal authorities, other public or mixed entities, etc.",10000,01/12/2015
TelematicsPRO e.V. (TelePRO),II - In-house lobbyists and trade/business/professional associations,99999,01/12/2015
Het Gemeenschapsonderwijs (GO!),"VI - Organisations representing local, regional and municipal authorities, other public or mixed entities, etc.",24999,01/12/2015
Consejo General de Procuradores de Espa_a (CGPE),II - In-house lobbyists and trade/business/professional associations,99999,01/12/2015
Stichting Commonland (Commonland),III - Non-governmental organisations,9999,01/12/2015
EUWMA,III - Non-governmental organisations,9999,01/12/2015
The Nigerian Economic Summit Group (NESG),"IV - Think tanks, research and academic institutions",9999,01/12/2015
Lietuvos Respublikos _em_s _kio r_mai (LR __R),III - Non-governmental organisations,24999,01/12/2015
Lung Cancer Europe (LuCE),III - Non-governmental organisations,100020,01/12/2015
virtual solution AG,II - In-house lobbyists and trade/business/professional associations,49999,01/12/2015
Engineering Council (EngC),II - In-house lobbyists and trade/business/professional associations,99999,01/12/2015
Steuerberaterverband Dôsseldorf e.V.,II - In-house lobbyists and trade/business/professional associations,9999,01/12/2015
Cray UK Limited (Cray),II - In-house lobbyists and trade/business/professional associations,9999,01/12/2015
HS Data Analysis and Consultancy (HS DAC),I - Professional consultancies/law firms/self-employed consultants,80000,01/12/2015
Life Quality Improvement Organisation FLIGHT (FLIGHT),III - Non-governmental organisations,150000,01/12/2015
Interactive Advertising Bureau Slovakia,III - Non-governmental organisations,9999,01/12/2015
INFOnline GmbH (INFOnline),II - In-house lobbyists and trade/business/professional associations,400000,01/12/2015
Centre for Antitrust and Regulatory Studies (CARS),"IV - Think tanks, research and academic institutions",9999,01/12/2015
G.S. Europractices Ltd (EUPRA),III - Non-governmental organisations,415000,01/12/2015
INTERNATIONAL ASSOCIATION OF THE BODY AND TRAILER BUILDING INDUSTRY (CLCCR),II - In-house lobbyists and trade/business/professional associations,9999,01/12/2015
Confederaci„n Espa_ola de Junior Empresas (CEJE),III - Non-governmental organisations,9999,01/12/2015
Nowa Era Sp. z o.o.,II - In-house lobbyists and trade/business/professional associations,9999,01/12/2015
Consorzio 906,I - Professional consultancies/law firms/self-employed consultants,900000,01/12/2015
L'Association europ_enne SIBIU2020 pour l'_ducation et la culture a.s.b.l. (AES-EAS 2020),III - Non-governmental organisations,9999,01/12/2015
Pestizid Aktions-Netzwerk e.V. (PAN Germany),III - Non-governmental organisations,99999,01/12/2015
Q-Free ASA (QFR),II - In-house lobbyists and trade/business/professional associations,9999,01/12/2015
APS CITTADINI (Cittadini),II - In-house lobbyists and trade/business/professional associations,9999,01/12/2015
"IDESCOM-Associaç†o Informaç†o, Desenvolvimento, Comunicaç†o (IDESCOM)",III - Non-governmental organisations,9999,01/12/2015
Suomen Arkkitehtiliitto - Finlands Arkitektf_rbund ry. (SAFA),II - In-house lobbyists and trade/business/professional associations,24999,01/12/2015
LPR-Tr_gergesellschaft fôr jugendschutz.net gGmbH (jugendschutz.net),"VI - Organisations representing local, regional and municipal authorities, other public or mixed entities, etc.",99999,01/12/2015
Zentralkomitee der deutschen Katholiken (ZdK),V - Organisations representing churches and religious communities,9999,01/12/2015
IBM Research GmbH (IBM ZRL),II - In-house lobbyists and trade/business/professional associations,9999,01/12/2015
AVERE,III - Non-governmental organisations,199999,01/12/2015
European Federation of Education Employers (EFEE),III - Non-governmental organisations,99999,01/12/2015
Flowcanto,I - Professional consultancies/law firms/self-employed consultants,9999,01/12/2015
European Network for the Promotion of Rights and Health among Migrant Sex Workers (TAMPEP),III - Non-governmental organisations,9999,01/12/2015
Swedish Medtech,II - In-house lobbyists and trade/business/professional associations,9999,01/12/2015
Bremen Overseas Research and Development Association (BORDA),III - Non-governmental organisations,105000,01/12/2015
Boars2018 (Boars2018),III - Non-governmental organisations,60000,01/12/2015
Rechtsanwalt,I - Professional consultancies/law firms/self-employed consultants,9999,01/12/2015
The Bathroom Manufacturers Association (BMA),II - In-house lobbyists and trade/business/professional associations,199999,01/12/2015
Association of European Refrigeration Component Manufacturers (ASERCOM),II - In-house lobbyists and trade/business/professional associations,443000,01/12/2015
Conciliatore BancarioFinanziario,III - Non-governmental organisations,24999,01/12/2015
Amsterdam Economic Board (AmEcBoard),"VI - Organisations representing local, regional and municipal authorities, other public or mixed entities, etc.",199999,01/12/2015
Gezinsbond vzw,III - Non-governmental organisations,199999,01/12/2015
Emmaus Europe,III - Non-governmental organisations,99999,01/12/2015
Ombudsstelle fôr Sachwerte und Investmentverm_gen e.V.,III - Non-governmental organisations,9999,01/12/2015
Dohˆnyipari Befektet_k Magyarorszˆgi Sz_vets_ge (DBMSz),II - In-house lobbyists and trade/business/professional associations,9999,01/12/2015
VLC Photonics S.L. (VLC),II - In-house lobbyists and trade/business/professional associations,9999,01/12/2015
FEDERAZIONE NAZIONALE ORAFI ARGENTIERI GIOIELLIERI FABBRICANTI (FEDERORAFI),II - In-house lobbyists and trade/business/professional associations,24999,01/12/2015
Eaton Corporation (Eaton),II - In-house lobbyists and trade/business/professional associations,299999,01/12/2015
International Federation of Environmental Health (IFEH),III - Non-governmental organisations,20000,01/12/2015
FEDERATION ADDICTION,III - Non-governmental organisations,9999,01/12/2015
Natagora (Natagora),III - Non-governmental organisations,599999,01/12/2015
GUITRANS -Asociaci„n Empresarial Guipuzcoana de Transporte de MercancÍas por Carretera (GUITRANS),II - In-house lobbyists and trade/business/professional associations,9999,01/12/2015
E.Leclerc (ACDLEC),II - In-house lobbyists and trade/business/professional associations, -   ,01/12/2015
Lïtzebuerger Chrïschtleche Gewerkschafts-Bond (LCGB),II - In-house lobbyists and trade/business/professional associations,99999,01/12/2015
United Kingdom National E-invoicing Forum (UKNEF),III - Non-governmental organisations,9999,01/12/2015
Montanuniversitaet Leoben (MUL),"IV - Think tanks, research and academic institutions",9999,01/12/2015
Telecentre Europe aisbl (TE),III - Non-governmental organisations,499999,01/12/2015
VPE Vasìti Pˆlyakapacitˆs-eloszt„ Kft. (VPE Kft.),I - Professional consultancies/law firms/self-employed consultants,9999,01/12/2015
Verein fôr Konsumenteninformation (VKI),III - Non-governmental organisations,99999,01/12/2015
European Pet Organization (EPO),II - In-house lobbyists and trade/business/professional associations,49450,01/12/2015
Nederlandse Chiropractoren Associatie (NCA),II - In-house lobbyists and trade/business/professional associations,49999,01/12/2015
WorldVentures Holdings (WV),II - In-house lobbyists and trade/business/professional associations,49999,01/12/2015
Symbios Funding & Consulting GmbH (SYMBIOS),I - Professional consultancies/law firms/self-employed consultants,399999,01/12/2015
Macchi di Cellere Gangemi,I - Professional consultancies/law firms/self-employed consultants,9999,01/12/2015
"Jardim Zoologico e de Aclimaç†o em Portugal, SA (Lisbon Zoo)",III - Non-governmental organisations,9999,01/12/2015
Industrieverband Kunststoffbahnen e.V. (IVK Europe),II - In-house lobbyists and trade/business/professional associations,24999,01/12/2015
ProRail,II - In-house lobbyists and trade/business/professional associations,199999,01/12/2015
Krajowe Stowarzyszenie Przemys_u Tytoniowego (KSPT),II - In-house lobbyists and trade/business/professional associations,80000,01/12/2015
Pro-Active (PROA),I - Professional consultancies/law firms/self-employed consultants,99999,01/12/2015
Galloo France (Galloo),II - In-house lobbyists and trade/business/professional associations,9999,01/12/2015
European Association of Air Heater Manufacturers Regd. (Euro-Air),II - In-house lobbyists and trade/business/professional associations,20000,01/12/2015
Automotive Intelligence Center (AIC),"IV - Think tanks, research and academic institutions",49999,01/12/2015
Polska Izba Mleka (Polish Chamber of Milk) (PIM),II - In-house lobbyists and trade/business/professional associations,97777,01/12/2015
PB-Dampfer (PBD),II - In-house lobbyists and trade/business/professional associations,9999,01/12/2015
Schlichtungsstelle des Verbandes der Privaten Bausparkassen e. V.,II - In-house lobbyists and trade/business/professional associations,9999,01/12/2015
European Society of Laboratory Animal Veterinarians (ESLAV),III - Non-governmental organisations,10000,01/12/2015
Fundaci„n Empresarial Comunidad Europea Chile (Eurochile),"VI - Organisations representing local, regional and municipal authorities, other public or mixed entities, etc.",3500,01/12/2015
Allison Transmission Europe B.V.,III - Non-governmental organisations,199999,01/12/2015
Soros Foundation-Moldova (SFM),III - Non-governmental organisations,9999,01/12/2015
CSI (UK) Ltd (CSi),I - Professional consultancies/law firms/self-employed consultants,49999,01/12/2015
Syndicat des Broyeurs Français (SBF),II - In-house lobbyists and trade/business/professional associations,9999,01/12/2015
VPLT - Der Verband der Medien- und Veranstaltungstechnik (VPLT),III - Non-governmental organisations,75000,01/12/2015
CONEXX-Europe (CONEXX-EU),III - Non-governmental organisations,9999,01/12/2015
"Industriegewerkschaft Bergbau, Chemie, Energie (IG BCE)",II - In-house lobbyists and trade/business/professional associations,99999,01/12/2015
International POPs Elimination Network (IPEN),III - Non-governmental organisations,499999,01/12/2015
Cargotec Corporation,II - In-house lobbyists and trade/business/professional associations,9999,01/12/2015
"Tecnicas Reunidas, S.A. (TRSA)",II - In-house lobbyists and trade/business/professional associations,49999,01/12/2015
European Fire & Security Group (EFSG),III - Non-governmental organisations,9999,01/12/2015
Associazione Italiania dell'Industria Olearia (ASSITOL),II - In-house lobbyists and trade/business/professional associations,9999,01/12/2015
LONJA DE LA CORU‹A SA,II - In-house lobbyists and trade/business/professional associations,35700,01/12/2015
Associaç†o Nacional das Farmˆcias (ANF),II - In-house lobbyists and trade/business/professional associations,499999,01/12/2015
European Passenger Train & Traction Operating Lessors Association (EPTTOLA),II - In-house lobbyists and trade/business/professional associations,24999,01/12/2015
Ports and Terminals cvba (PortExpertise),I - Professional consultancies/law firms/self-employed consultants,9999,01/12/2015
European Institute for Financial Regulation (EIFR),II - In-house lobbyists and trade/business/professional associations,9999,01/12/2015
Organisation de Producteur Cooperative Maritime Etaploise Manche Mer du Nord (OP CME MMN),II - In-house lobbyists and trade/business/professional associations,599999,01/12/2015
GLOBSEC (GLOBSEC),III - Non-governmental organisations,1245467,01/12/2015
OLNICA,II - In-house lobbyists and trade/business/professional associations,24999,01/12/2015
LDG Consulting di Alvaro Longobardi (LDG Consulting),I - Professional consultancies/law firms/self-employed consultants,24999,01/12/2015
Qlik (Qlik),II - In-house lobbyists and trade/business/professional associations,199999,01/12/2015
Fogliani Francesco,I - Professional consultancies/law firms/self-employed consultants,9999,01/12/2015
CONSELHO NACIONAL DE JUVENTUDE (CNJ),III - Non-governmental organisations,24999,01/12/2015
Thai European Business Association (TEBA),III - Non-governmental organisations,9999,01/12/2015
ASSOCIA‰’O DE FABRICANTES PARA A IND÷STRIA AUTOMÓVEL (AFIA),II - In-house lobbyists and trade/business/professional associations,9999,01/12/2015
Polskie Stowarzyszenie Bada_ Wsp„lnoty Europejskiej (PECSA),III - Non-governmental organisations,1800,01/12/2015
Marie Curie Alumni Association (MCAA),II - In-house lobbyists and trade/business/professional associations,9999,01/12/2015
ASSOCIAZIONE ITALIANA BIBLIOTECHE (AIB),II - In-house lobbyists and trade/business/professional associations,99999,01/12/2015
WWU Centre for Europe of the University of Mônster (WWU),"IV - Think tanks, research and academic institutions",99999,01/12/2015
Penelope Italia Onlus associazione nazionale delle famiglie e degli amici delle persone scomparse (Penelope ItaliaOnlus),II - In-house lobbyists and trade/business/professional associations,20000,01/12/2015
"Asociacija koalicija ""Galiu gyventi"" (KGG)",III - Non-governmental organisations,9999,01/12/2015
Instytut Europejskiej Sieci Pami__ i Solidarno__ (IESPS),"VI - Organisations representing local, regional and municipal authorities, other public or mixed entities, etc.",799999,01/12/2015
GKL Consulting (GKL),I - Professional consultancies/law firms/self-employed consultants,9999,01/12/2015
FEDERAZIONE NAZIONALE COOPERATIVE DELLA PESCA (FEDERCOOPESCA),II - In-house lobbyists and trade/business/professional associations,30000,01/12/2015
Associazione Alto Bellunese (GAL Alto Bellunese),"VI - Organisations representing local, regional and municipal authorities, other public or mixed entities, etc.",9999,01/12/2015
European Chronic Disease Alliance (ECDA),III - Non-governmental organisations,33000,01/12/2015
Zwi_zek Przedsi_biorc„w i Pracodawc„w,II - In-house lobbyists and trade/business/professional associations,9999,01/12/2015
Latvia University of Agriculture (LLU),"IV - Think tanks, research and academic institutions", -   ,01/12/2015
LAG RM regio_ Pillerseetal-Leukental-Leogang (LAG regio_),III - Non-governmental organisations,9999,01/12/2015
"IDIADA Automotive Technology, S.A (IDIADA)",II - In-house lobbyists and trade/business/professional associations,2749000,01/12/2015
PolyComply Hoechst GmbH (PC),I - Professional consultancies/law firms/self-employed consultants,99999,01/12/2015
Istituto Poligrafico e Zecca dello Stato (IPZS),II - In-house lobbyists and trade/business/professional associations,9999,01/12/2015
Duisburger Hafen AG (duisport),II - In-house lobbyists and trade/business/professional associations,9999,01/12/2015
Itaka Media,I - Professional consultancies/law firms/self-employed consultants,24999,01/12/2015
European Science Foundation (ESF),"IV - Think tanks, research and academic institutions",386791,01/12/2015
Netherlands Standardization Institute (NEN),III - Non-governmental organisations,9999,01/12/2015
Koninklijke Vereniging van Nederlandse Papier en Kartonfabrieken (VNP),II - In-house lobbyists and trade/business/professional associations,199999,01/12/2015
Irish Fish Producers Organisation (IFPO),II - In-house lobbyists and trade/business/professional associations,250000,01/12/2015
European Confederation of International Trading Houses Associations (CITHA),II - In-house lobbyists and trade/business/professional associations,9999,01/12/2015
Deutscher Lottoverband (DLV),II - In-house lobbyists and trade/business/professional associations,24999,01/12/2015
European Chamber of Commerce in Vietnam (EuroCham),III - Non-governmental organisations,599999,01/12/2015
Open Traffic Systems City Association e.V. (OCA e.V.),"VI - Organisations representing local, regional and municipal authorities, other public or mixed entities, etc.", -   ,01/12/2015
ECOVIN BADEN e.V. (ECOVIN),II - In-house lobbyists and trade/business/professional associations,5000,01/12/2015
Giulio Pirotta,I - Professional consultancies/law firms/self-employed consultants,24999,01/12/2015
Comunidad de Usuarios de los Acuiferos de la Sierra de Gador (CUSG),"VI - Organisations representing local, regional and municipal authorities, other public or mixed entities, etc.",300000,01/12/2015
Ekolog sp. z o.o. (Ekolog),I - Professional consultancies/law firms/self-employed consultants,24999,01/12/2015
EURASTER,I - Professional consultancies/law firms/self-employed consultants,99999,01/12/2015
ConsulTech Technologieberatung GmbH (ConsulTech),I - Professional consultancies/law firms/self-employed consultants,99999,01/12/2015
European Business Association Moldova (EBA Moldova),II - In-house lobbyists and trade/business/professional associations,100000,01/12/2015
Norwegian Cancer Society (NCS),III - Non-governmental organisations,9999,01/12/2015
Chalmers tekniska h_gskola AB (Chalmers),"IV - Think tanks, research and academic institutions",9999,01/12/2015
HERACLES (HER),"VI - Organisations representing local, regional and municipal authorities, other public or mixed entities, etc.",9999,01/12/2015
ORGANIZACION INTERPROFESIONAL DEL TABACO DE ESPA‹A (OITAB),II - In-house lobbyists and trade/business/professional associations,10000,01/12/2015
Royal Agio Cigars,II - In-house lobbyists and trade/business/professional associations,10000,01/12/2015
European Regions Research and Innovation Network (ERRIN),III - Non-governmental organisations,390000,01/12/2015
International Federation of Freight Forwarders Associations (FIATA),III - Non-governmental organisations,200000,01/12/2015
Asociatia Grupul de Actiune Locala Vrancea Sud Est (GAL VN SE),"VI - Organisations representing local, regional and municipal authorities, other public or mixed entities, etc.",200000,01/12/2015
ECOVIN Bundesverband _kologischer Weinbau e.V. (ECOVIN),II - In-house lobbyists and trade/business/professional associations,50000,01/12/2015
Blauwtrust Groep B.V.,II - In-house lobbyists and trade/business/professional associations,500,01/12/2015
Fôggetlen Szakszervezetek Demokratikus Ligˆja (LIGA Szakszervezetek),II - In-house lobbyists and trade/business/professional associations,99999,01/12/2015
Unione Italiana Cooperative (UN.I.COOP.),II - In-house lobbyists and trade/business/professional associations,100000,01/12/2015
NOVETHIC,"IV - Think tanks, research and academic institutions",9999,01/12/2015
ICLEI Local Governments for Sustainability European Secretariat (ICLEI),III - Non-governmental organisations,49999,01/12/2015
Larnaca and Famagusta Districts Development Agency (ANETEL),III - Non-governmental organisations,99999,01/12/2015
Lokalt Ledd Utveckling Halland (LLUH),III - Non-governmental organisations, -   ,01/12/2015
GAL Pays des Condruses (GAL Condruses),III - Non-governmental organisations,9999,01/12/2015
Estonian Logistics and Transit Association (LTA),III - Non-governmental organisations,155000,01/12/2015
RESEAU DES PLATES FORMES NATIONALES D'ONG D'AFRIQUE CENTRALE (REPONGAC),III - Non-governmental organisations,199999,01/12/2015
International Board of Business Owners & Entrepreneurs (Entreps),II - In-house lobbyists and trade/business/professional associations,9999,01/12/2015
Collini Holding AG,II - In-house lobbyists and trade/business/professional associations,9999,01/12/2015
Coastal & Marine Union (EUCC) (EUCC),III - Non-governmental organisations,29602,01/12/2015
MK Poslovni savjeti (MKPS),I - Professional consultancies/law firms/self-employed consultants,9999,01/12/2015
Jesuit Refugee Service - Europe (JRS-E),III - Non-governmental organisations,613184,01/12/2015
Eesti Vee-ettev_tete Liit (EVEL),II - In-house lobbyists and trade/business/professional associations,24999,01/12/2015
ECOLOGICA IBERICA MEDITERRANEA SA (ECOIMSA),II - In-house lobbyists and trade/business/professional associations,9999,01/12/2015
Confederaç†o Nacional da Indìstria (CNI),II - In-house lobbyists and trade/business/professional associations,24999,01/12/2015
TRANSPORT ET LOGISTIQUE DE FRANCE (TLF),II - In-house lobbyists and trade/business/professional associations,8000,01/12/2015
Swarco AG (SWARCO),I - Professional consultancies/law firms/self-employed consultants,24999,01/12/2015
Irish South & East Fish Producers Organisation (IS&EFPO),III - Non-governmental organisations,99999,01/12/2015
Centre de Recherches M_tallurgiques (CRM asbl),"IV - Think tanks, research and academic institutions",24999,01/12/2015
"Reality of Aid Network, Inc. (RoA)",III - Non-governmental organisations,99999,01/12/2015
hySOLUTIONS GmbH (hySOLUTIONS),I - Professional consultancies/law firms/self-employed consultants,899999,01/12/2015
International Organisation of Employers (IOE),II - In-house lobbyists and trade/business/professional associations,9999,01/12/2015
Atom Solutions Inc. (ATOM),I - Professional consultancies/law firms/self-employed consultants,24999,01/12/2015
Association pour la promotion d'une agriculture durable (APAD),II - In-house lobbyists and trade/business/professional associations,9999,01/12/2015
Standard Micro Finance Bank Ltd. (SMFB),II - In-house lobbyists and trade/business/professional associations,199999,01/12/2015
BrandFirst (BF),II - In-house lobbyists and trade/business/professional associations,299999,01/12/2015
