Organisation Name,Section,Costs (Higher),Financial year: End Date
Institut des Experts-comptables et des Conseils fiscaux - Instituut van de Accountants en de Belastingconsulenten (IEC-IAB),"VI - Organisations representing local, regional and municipal authorities, other public or mixed entities, etc.",9999,01/12/2016
Powernext SA,II - In-house lobbyists and trade/business/professional associations,9999,01/12/2016
Ob_ianske Zdru_enie Prosperuj“ca Eurãpa,II - In-house lobbyists and trade/business/professional associations,24999,01/12/2016
"Centre for Environment, Fisheries and Aquaculture Science (CEFAS)","VI - Organisations representing local, regional and municipal authorities, other public or mixed entities, etc.",9999,01/03/2016
Bundesverband des Deutschen Getr_nkefachgro_handels e.V. (BV GFGH),II - In-house lobbyists and trade/business/professional associations,24999,01/12/2016
Links Management and Technology S.p.A. (Links),II - In-house lobbyists and trade/business/professional associations,1249999,01/12/2016
COMISIîN NACIONAL DE LOS MERCADOS Y LA COMPETENCIA (CNMC),"VI - Organisations representing local, regional and municipal authorities, other public or mixed entities, etc.",1249999,01/12/2016
Greiner Holding AG (Greiner),II - In-house lobbyists and trade/business/professional associations,9999,01/12/2016
Deutsche Gesellschaft f™r Nachhaltiges Bauen _ DGNB e.V. (DGNB e.V.),III - Non-governmental organisations,49999,01/12/2016
menschen-f™r-medien (mfm),I - Professional consultancies/law firms/self-employed consultants,30000,01/12/2016
Zwi_zek Zawodowy Gãrnikãw w Polsce (ZZG w Polsce),II - In-house lobbyists and trade/business/professional associations,24999,01/12/2016
Racing UK Limited (RUK),II - In-house lobbyists and trade/business/professional associations,9999,01/12/2016
Associaciã pel Desenvolupament Rural de la Catalunya Central (ADRCatCentral),"VI - Organisations representing local, regional and municipal authorities, other public or mixed entities, etc.",199999,01/12/2016
Kanzlei Seebohm,I - Professional consultancies/law firms/self-employed consultants,9999,01/12/2016
________ _____________ ________ _______________ _._. (HHRM SA),"VI - Organisations representing local, regional and municipal authorities, other public or mixed entities, etc.",9999,01/12/2016
Istituto Nazionale di Oceanografia e di Geofisica Sperimentale - OGS (OGS),"IV - Think tanks, research and academic institutions",1249999,01/12/2016
STRATOS d.o.o. Banja Luka (STRATOS),I - Professional consultancies/law firms/self-employed consultants,49999,01/12/2016
"HILATURAS FERRE, S.A.",II - In-house lobbyists and trade/business/professional associations,9999,01/12/2016
GEIE ECO-TRANS-FAIRE (ETF),II - In-house lobbyists and trade/business/professional associations,200000,01/12/2016
Geodetska _kola (Geoskola),"IV - Think tanks, research and academic institutions",7000,01/12/2016
European Small Volume Car Manufacturers Alliance (ESCA),II - In-house lobbyists and trade/business/professional associations,199999,01/12/2016
Federatie Belgisch Vlees (FEBEV),II - In-house lobbyists and trade/business/professional associations,24999,01/12/2016
Enerkem Incorporated (Enerkem Inc),II - In-house lobbyists and trade/business/professional associations,24999,01/12/2016
Verband der Deutschen Feuerfest-Industrie e. V. (VDFFI),II - In-house lobbyists and trade/business/professional associations,24999,01/12/2016
Platform of European Memory and Conscience (PEMC),III - Non-governmental organisations,49999,01/12/2016
Associazione Italiana di Grossisti di Energia e Trader (AIGET),II - In-house lobbyists and trade/business/professional associations,399999,01/12/2016
Aerann sprl,I - Professional consultancies/law firms/self-employed consultants,49999,01/06/2016
GONG (GONG),III - Non-governmental organisations,5800,01/12/2016
Verband Privater Rundfunk und Telemedien e.V. (VPRT),II - In-house lobbyists and trade/business/professional associations,125000,01/12/2016
Kadin Indonesia,II - In-house lobbyists and trade/business/professional associations,49999,01/12/2016
University of Sussex (UoS),"IV - Think tanks, research and academic institutions",9999,01/07/2016
Syndicat National des Cabinets de Recouvrement de Cr_ances et de Renseignements Commerciaux (ANCR),II - In-house lobbyists and trade/business/professional associations,9999,01/12/2016
ASOCIACION PROFESIONAL DE PRODUCTORES DE SUSTRATO Y HONGOS DE LA RIOJA NAVARRA Y ARAGON (ASOCHAMP),II - In-house lobbyists and trade/business/professional associations,199999,01/12/2016
Oksigen Lab,I - Professional consultancies/law firms/self-employed consultants,9999,01/12/2016
UNIONE NAZIONALE REVISORI LEGALI (U.N.R.L.),II - In-house lobbyists and trade/business/professional associations,99999,01/12/2016
Pach.ita s.c. a r.l.,II - In-house lobbyists and trade/business/professional associations,9999,01/12/2016
University of the Aegean - Research Unit (UAEGEAN),"IV - Think tanks, research and academic institutions",99999,01/12/2016
Trinomics B.V.,I - Professional consultancies/law firms/self-employed consultants,1499999,01/12/2016
BIOPRAXIS RESEARCH AIE (BIOPRAXIS),"IV - Think tanks, research and academic institutions",9999,01/12/2016
European Food Sustainable Consumption and Production Round Table,II - In-house lobbyists and trade/business/professional associations,36000,01/12/2016
LEGA ANTI VIVISEZIONE ONLUS (LAV),III - Non-governmental organisations,99999,01/12/2016
DENIC eG (DENIC),II - In-house lobbyists and trade/business/professional associations,99999,01/12/2016
Pavlenko Legal Group (PLG),I - Professional consultancies/law firms/self-employed consultants,99999,01/12/2016
Möt_ Kriza (KGA),III - Non-governmental organisations,9999,01/12/2016
Business Development Group SRL (BDGroup),I - Professional consultancies/law firms/self-employed consultants,9999,01/12/2016
Transformasi untuk Keadilan Indonesia (TuK),III - Non-governmental organisations,100,01/12/2016
Stara Zagora Regional Economic Development Agency (SZREDA),"VI - Organisations representing local, regional and municipal authorities, other public or mixed entities, etc.",49999,01/12/2016
Nederlandse Waterschapsbank (NWB Bank),II - In-house lobbyists and trade/business/professional associations,99999,01/12/2016
Institut de l'_conomie circulaire (IEC),III - Non-governmental organisations,24999,01/12/2016
DYNAMIC VISION PC (DV),I - Professional consultancies/law firms/self-employed consultants,399999,01/12/2016
Associaciã SVS -Acciã en Blau (SVS),III - Non-governmental organisations,20000,01/12/2016
Van Oord Dredging and Marine Contractors B.V. (Van Oord DMC),II - In-house lobbyists and trade/business/professional associations,9999,01/12/2016
UK Steel,II - In-house lobbyists and trade/business/professional associations,300000,01/12/2016
Landesrettungsverein Weisses Kreuz (Weisses Kreuz),III - Non-governmental organisations,24999,01/12/2016
80 Day Race BV (80DR),II - In-house lobbyists and trade/business/professional associations,9999,01/12/2016
Dieter und Bettina Wulkow Stiftung,"VI - Organisations representing local, regional and municipal authorities, other public or mixed entities, etc.",7855,01/12/2016
Esbit Compagnie GmbH,II - In-house lobbyists and trade/business/professional associations,24999,01/12/2016
European International Shipowners Association of Portugal (EISAP),II - In-house lobbyists and trade/business/professional associations,9999,01/12/2016
Centrum pro dopravu a energetiku (CDE),III - Non-governmental organisations,9999,01/12/2016
The Product-Life Institute Geneva,I - Professional consultancies/law firms/self-employed consultants, -   ,01/12/2016
OceanWise Limited,I - Professional consultancies/law firms/self-employed consultants,8000,01/08/2016
Offentligt Ansattes Organisationer (OAO),II - In-house lobbyists and trade/business/professional associations,24999,01/12/2016
Copenhagen Business School (CBS),"IV - Think tanks, research and academic institutions",100000,01/12/2016
___________ ____________ ______ (___) _______ _______ (TEIWEST),"IV - Think tanks, research and academic institutions",99999,01/12/2016
Navegaç o A_rea de Portugal (NAV Portugal E.P.E.),II - In-house lobbyists and trade/business/professional associations,199999,01/12/2016
LOWWEL,I - Professional consultancies/law firms/self-employed consultants,49999,01/12/2016
International Society of Doctors for Environment (ISDE ITALIA),III - Non-governmental organisations,24999,01/12/2016
Fortumo Oæ,II - In-house lobbyists and trade/business/professional associations,9999,01/12/2016
United Leaders Association - ULA (ULA),II - In-house lobbyists and trade/business/professional associations,75000,01/12/2016
Plasticenergy SL (PESL),II - In-house lobbyists and trade/business/professional associations,24999,01/12/2016
Ethical Trading Initiative (ETI),III - Non-governmental organisations,9999,01/03/2016
CEELI Institute (CEELI Institute),III - Non-governmental organisations,399999,01/12/2016
Union Europeanne des medecins specialiste-Otorhinolaryngology (UEMS-ORL),II - In-house lobbyists and trade/business/professional associations,24999,01/09/2016
BFM Projects AG (BFM AG),II - In-house lobbyists and trade/business/professional associations,9999,01/12/2016
Consip SPA (Consip),"VI - Organisations representing local, regional and municipal authorities, other public or mixed entities, etc.",49999,01/12/2016
Soci_t_ concessionnaire française pour la construction et lêexploitation du tunnel routier sous le Mont Blanc (ATMB),II - In-house lobbyists and trade/business/professional associations,9999,01/12/2016
Foreningen af Danske Kortudstedere FMBA (FDKU),II - In-house lobbyists and trade/business/professional associations,9999,01/12/2016
The Poynter Institute for Media Studies,III - Non-governmental organisations,9999,01/12/2016
Studief_rbundet N_ringsliv och Samh_lle (SNS),"IV - Think tanks, research and academic institutions",100000,01/12/2016
"Georg-August Universit_t G_ttingen, Inst. f™r Kriminalwissenschaften (GAU)","VI - Organisations representing local, regional and municipal authorities, other public or mixed entities, etc.",36000,01/12/2016
ARCHOS,II - In-house lobbyists and trade/business/professional associations,9999,01/12/2016
European Network of Transmission System Operators for Gas (ENTSOG),II - In-house lobbyists and trade/business/professional associations,49999,01/12/2016
Associaç o dos Consumidores da Regi o Açores (ACRA),III - Non-governmental organisations,99999,01/12/2016
Istituto per la Competitivit_ (I-Com),"IV - Think tanks, research and academic institutions",199999,01/12/2016
Nederlandse Vereniging Duurzame Energie (NVDE),II - In-house lobbyists and trade/business/professional associations,9999,01/12/2016
The Portuguese Platform for Defence Industries (idD),II - In-house lobbyists and trade/business/professional associations,199999,01/12/2016
Tornsh_gsg‘rd AB,II - In-house lobbyists and trade/business/professional associations,24999,01/12/2016
Johanssen + Kretschmer (J+K),I - Professional consultancies/law firms/self-employed consultants,9999,01/12/2016
European Fashion Council (EFC),III - Non-governmental organisations,25000,01/12/2016
SAZKA Group a.s.,II - In-house lobbyists and trade/business/professional associations,9999,01/12/2016
F_d_ration Nationale des Collectivit_s Conc_dantes et R_gies (FNCCR),"VI - Organisations representing local, regional and municipal authorities, other public or mixed entities, etc.",9999,01/12/2016
Autena Marine (Autena),II - In-house lobbyists and trade/business/professional associations,9999,01/12/2016
Davide Bonagurio (DB),I - Professional consultancies/law firms/self-employed consultants,19000,01/12/2016
Schweizerische Gesellschaft zum Studium des Schmerzes (SGSS),III - Non-governmental organisations,9999,01/12/2016
CONSEJO REGULADOR DE LA DENOMINACIîN DE ORIGEN PROTEGIDA LOS PEDROCHES (CRDOP LOS PEDROCHES),II - In-house lobbyists and trade/business/professional associations,299999,01/12/2016
Italian Board Airline Representatives (IBAR),II - In-house lobbyists and trade/business/professional associations,9999,01/12/2016
European Alliance for Social Sciences and Humanities (EASSH),III - Non-governmental organisations,15000,01/12/2016
Social Capital Bank (Socaba),I - Professional consultancies/law firms/self-employed consultants,24999,01/12/2016
Zofus Advokat & Konsulentfirma,I - Professional consultancies/law firms/self-employed consultants,24999,01/12/2016
Federazione Europea Autonoma Lavoro e Professione (FEALP),III - Non-governmental organisations,9999,01/12/2016
Hapag-Lloyd AG (HLAG),II - In-house lobbyists and trade/business/professional associations,49999,01/12/2016
RAIN RFID Alliance (RAIN),II - In-house lobbyists and trade/business/professional associations,9999,01/12/2016
Institute of Food Science & Technology (IFST),III - Non-governmental organisations,49999,01/09/2016
POLYDEA,I - Professional consultancies/law firms/self-employed consultants,99999,01/12/2016
Parkkis_hk_,II - In-house lobbyists and trade/business/professional associations,9999,01/12/2016
Berufsverband Orthoptik Deutschland (BOD),II - In-house lobbyists and trade/business/professional associations,9999,01/12/2016
Bund Äkologische Lebensmittelwirtschaft e.V. (BÄLW),II - In-house lobbyists and trade/business/professional associations,99999,01/12/2016
Gianni Origoni Grippo Cappelli & Partners (GOP),I - Professional consultancies/law firms/self-employed consultants,10000,01/12/2016
Pen & Tec Consulting SLU (Pen & Tec Consulting),I - Professional consultancies/law firms/self-employed consultants,799999,01/12/2016
FLASH Societ_ di Mutuo Soccorso (Flash),II - In-house lobbyists and trade/business/professional associations,24999,01/12/2016
Dun & Bradstreet Marketing Services N.V. (Dun & Bradstreet),II - In-house lobbyists and trade/business/professional associations,499999,01/11/2016
EUROPEAN FEDERATION OF WINE & SPIRITS IMPORTERS AND DISTRIBUTORS (EFWSID),II - In-house lobbyists and trade/business/professional associations,9999,01/12/2016
International Federation of Social Workers European Region e.V. (IFSW Europe e.V.),II - In-house lobbyists and trade/business/professional associations,24414,01/12/2016
Instituto de Astrofisica de Canarias (IAC),"IV - Think tanks, research and academic institutions",49999,01/12/2016
European Chemistry Thematic Network (ECTN),III - Non-governmental organisations,99999,01/12/2016
Federation of the Finnish Woodworking Industries (FFWI),II - In-house lobbyists and trade/business/professional associations,24999,01/12/2016
Prede_eanu & Partners,I - Professional consultancies/law firms/self-employed consultants,99999,01/12/2016
"Meetic Group, A Match Group Company",II - In-house lobbyists and trade/business/professional associations,30000,01/12/2016
National Federation of Women's Institutes (NFWI),III - Non-governmental organisations,2000,01/09/2016
RegioJet a.s. (RJ),II - In-house lobbyists and trade/business/professional associations,24999,01/12/2016
Transforum e.V.,III - Non-governmental organisations,9999,01/12/2016
Global Network Initiative (GNI),III - Non-governmental organisations,9999,01/12/2016
Carbon12011,I - Professional consultancies/law firms/self-employed consultants,499999,01/12/2016
Zavod za gradbeni_tvo Slovenije (ZAG),"VI - Organisations representing local, regional and municipal authorities, other public or mixed entities, etc.",499999,01/12/2016
Responsible Use of Medicines in Agriculture (RUMA),II - In-house lobbyists and trade/business/professional associations,52353,01/12/2016
LATTANZIO ADVISORY SpA,I - Professional consultancies/law firms/self-employed consultants,4608770,01/12/2016
"Capital Trade Importaç o e Exportaç o, Ltda (Capital Trade)",II - In-house lobbyists and trade/business/professional associations,150000,01/12/2016
Telepass S.p.a (TLP),II - In-house lobbyists and trade/business/professional associations,9999,01/12/2016
Co-operation Ireland (CI),III - Non-governmental organisations, -   ,01/12/2016
Syndicat National de l'Industrie de la nutrition Animale (SNIA),II - In-house lobbyists and trade/business/professional associations,99999,01/12/2016
Association European Studies for Innovative Development of Georgia (ESIDG),III - Non-governmental organisations,10000,01/12/2016
Engineering Industries Association of Lithuania (LINPRA),II - In-house lobbyists and trade/business/professional associations,24999,01/12/2016
CIRFS: European Man-made Fibres Association (CIRFS),II - In-house lobbyists and trade/business/professional associations,9999,01/12/2016
WIP Asset Management Oy,II - In-house lobbyists and trade/business/professional associations,9999,01/12/2016
OEUVRE D'ORIENT,III - Non-governmental organisations,99999,01/12/2016
Institute of Professional Representatives before the European Patent Office (epi),II - In-house lobbyists and trade/business/professional associations,49999,01/12/2016
The European Alliance of Companies for Energy Efficiency in Buildings (EuroACE),II - In-house lobbyists and trade/business/professional associations,99999,01/12/2016
British Screen Advisory Council (BSAC),II - In-house lobbyists and trade/business/professional associations,99999,01/12/2016
Green Bauhaus Foundation / Stiftung Gr™nes Bauhaus (SGB),"IV - Think tanks, research and academic institutions",499999,01/12/2016
Pfl™ger International,I - Professional consultancies/law firms/self-employed consultants,4000,01/12/2016
Web3D Consortium,III - Non-governmental organisations,9999,01/12/2016
Heat Research and Development (HeatRD),II - In-house lobbyists and trade/business/professional associations,1000000,01/12/2016
Academisch Ziekenhuis Leiden (Leiden University Medical Center) (LUMC),"IV - Think tanks, research and academic institutions",99999,01/12/2016
Krajowa Izba Rozliczeniowa S.A. (KIR),II - In-house lobbyists and trade/business/professional associations,9999,01/12/2016
United Monolithic Semiconductors (UMS),III - Non-governmental organisations,9999,01/12/2016
Municipality of Budapest - Brussels Representation,"VI - Organisations representing local, regional and municipal authorities, other public or mixed entities, etc.",199999,01/12/2016
Accademia Europea di Scienze Criminologiche e Forensi (A.E.S.CRIM),"IV - Think tanks, research and academic institutions",5000,01/12/2016
Krajowa Rada Izb Rolniczych (KRIR),II - In-house lobbyists and trade/business/professional associations,599999,01/12/2016
Patentes Talgo (TALGO),II - In-house lobbyists and trade/business/professional associations,99999,01/12/2016
LCDE (LCDE),III - Non-governmental organisations,9999,01/12/2016
X-FAB Silicon Foundries SE (X-FAB),II - In-house lobbyists and trade/business/professional associations,24999,01/12/2016
Etablissement français du sang (EFS),"VI - Organisations representing local, regional and municipal authorities, other public or mixed entities, etc.",9999,01/12/2016
Imkerij Beelicious,II - In-house lobbyists and trade/business/professional associations,9999,01/12/2016
ENCORE LAB (ENCORE LAB),II - In-house lobbyists and trade/business/professional associations,9999,01/12/2016
The European Athlete as Student (EAS),III - Non-governmental organisations,4437,01/12/2016
CLEVER A/S (CLEVER),II - In-house lobbyists and trade/business/professional associations,24999,01/12/2016
Fachverband der Nahrungs- und Genussmittelindustrie,II - In-house lobbyists and trade/business/professional associations,9999,01/12/2016
BREMBO SpA (BREMBO),II - In-house lobbyists and trade/business/professional associations,49999,01/12/2016
Deutscher Braunkohlen-Industrie-Verein e. V. (DEBRIV),II - In-house lobbyists and trade/business/professional associations,99999,01/12/2016
PaulsConsultancy BV,II - In-house lobbyists and trade/business/professional associations,199999,01/12/2016
Sustainable Communication (S-com),III - Non-governmental organisations,199999,01/12/2016
Association pour les Transferts de Technologies du Mans (CTTM),"IV - Think tanks, research and academic institutions",2249999,01/12/2016
Plataforma Tecnolãgica Espa_ola de la Pesca y la Acuicultura (PTEPA),III - Non-governmental organisations,9999,01/12/2016
"Koninklijke Belgische Vereniging van de Chocolade-, Praline-, Biscuit- en Suikergoedindustrie (CHOPRABISCO)",II - In-house lobbyists and trade/business/professional associations,9999,01/12/2016
SIRTI Societ_ per Azioni (SIRTI),II - In-house lobbyists and trade/business/professional associations,24999,01/12/2016
Stichting Free Press Unlimited (FPU),III - Non-governmental organisations,49999,01/12/2016
Vilans (Vilans),"VI - Organisations representing local, regional and municipal authorities, other public or mixed entities, etc.",1000000,01/12/2016
"Asociace staro_itnêk_, z.s. (AS CR)",II - In-house lobbyists and trade/business/professional associations,9999,01/12/2016
Hogan Lovells International LLP (Hogan Lovells),I - Professional consultancies/law firms/self-employed consultants,99999,01/12/2016
Polskie Zrzeszenie Producentãw Byd_a Mi_snego (PZPBM),II - In-house lobbyists and trade/business/professional associations,299999,01/12/2016
European Group of Automotive Recyclings Associations (EGARA),II - In-house lobbyists and trade/business/professional associations,20000,01/12/2016
C.A.C. Soc. Coop. Agr. (CAC),II - In-house lobbyists and trade/business/professional associations,9999,01/12/2016
Funky Citizens,III - Non-governmental organisations,9999,01/12/2016
Zdru_enje mestnih ob_in Slovenije (ZMOS),"VI - Organisations representing local, regional and municipal authorities, other public or mixed entities, etc.",24999,01/12/2016
ASSOCIATION CULTURELLE DES TAMOULS EN FRANCE (ACTF),III - Non-governmental organisations,9999,01/12/2016
Europ_isches Zentrum f™r Presse- und Medienfreiheit (ECPMF),III - Non-governmental organisations,24999,01/12/2016
France Assos Sant_,III - Non-governmental organisations,24999,01/12/2016
EMN National Contact Point of Luxembourg (University of Luxembourg) (LU EMN NCP),"IV - Think tanks, research and academic institutions",789585,01/12/2016
Association Tamil Uzhagam (Tamil Uzhagam),III - Non-governmental organisations,9999,01/12/2016
BioMarin UK Limited (BMRN),II - In-house lobbyists and trade/business/professional associations,199999,01/12/2016
_________ _________ ___________ __ (TIRESIAS SA),II - In-house lobbyists and trade/business/professional associations,9999,01/12/2016
Associaç o para o Desenvolvimento da Viticultura Duriense (ADVID),II - In-house lobbyists and trade/business/professional associations,400000,01/12/2016
For Citizens - European Institute for Research and Promotion of Civic Participation,"IV - Think tanks, research and academic institutions",9999,01/12/2016
CARES srcl - Osservatorio di Pavia (OdP),"IV - Think tanks, research and academic institutions",499999,01/12/2016
Associazione LAICA (LAICA),II - In-house lobbyists and trade/business/professional associations,9999,01/12/2016
Association of European Journalists (AEJ),II - In-house lobbyists and trade/business/professional associations,9999,01/12/2016
Interfrutta spa (Interfrutta),II - In-house lobbyists and trade/business/professional associations,9999,01/12/2016
L_kemedelsindustrif_reningen (LIF),II - In-house lobbyists and trade/business/professional associations,9999,01/12/2016
AMERICAN HELLENIC EDUCATIONAL PROGRESSIVE ASSOCIATION CHAPTER 610 EUROPEAN EAGLE BRUSSELS (AHEPA 610 BRUSSELS),III - Non-governmental organisations,4000,01/12/2016
Pesticide expert (PEX),"IV - Think tanks, research and academic institutions",24999,01/12/2016
Agents Maritimes et Consignataires de France (AMCF),III - Non-governmental organisations,24999,01/12/2016
Associaç o Rede de Turismo de Aldeia do Alentejo,III - Non-governmental organisations,9999,01/12/2016
Dr. Knoell Consult GmbH (knoell),I - Professional consultancies/law firms/self-employed consultants,9999,01/12/2016
Rijksuniversiteit Groningen (UG),"IV - Think tanks, research and academic institutions",499999,01/12/2016
Elinkeinoel_m_n Valtuuskunta EVA ry (EVA),"IV - Think tanks, research and academic institutions",199999,01/12/2016
Tea & Herbal Infusions Europe (THIE),II - In-house lobbyists and trade/business/professional associations,199999,01/12/2016
Organization of Employers of Macedonia (ORM Skopje),III - Non-governmental organisations,49999,01/12/2016
Belgische vereniging van de industrie van gewasbeschermingsmiddelen (Phytofar),II - In-house lobbyists and trade/business/professional associations,49999,01/12/2016
Devenish Nutrition Ltd.,II - In-house lobbyists and trade/business/professional associations,7000,01/05/2016
Stowarzyszenie Forum Recyklingu Samochodãw FORS,II - In-house lobbyists and trade/business/professional associations,9999,01/12/2016
arago GmbH,II - In-house lobbyists and trade/business/professional associations,9999,01/12/2016
Fondation Josefa (Josefa),III - Non-governmental organisations,31500,01/12/2016
Chamber of Excellence in International Affairs (CEIA),"IV - Think tanks, research and academic institutions",49999,01/12/2016
HEUKING KæHN LæER WOJTEK (HKLW),I - Professional consultancies/law firms/self-employed consultants,399999,01/12/2016
Mediakasvatuskeskus Metka / Centre for Media Education (Metka),III - Non-governmental organisations,9999,01/12/2016
city of Dieppe,"VI - Organisations representing local, regional and municipal authorities, other public or mixed entities, etc.",1249999,01/12/2016
Login5 Foundation,III - Non-governmental organisations,9999,01/12/2016
Network of Regional Governments for Sustainable Development (nrg4SD),"VI - Organisations representing local, regional and municipal authorities, other public or mixed entities, etc.",199999,01/12/2016
Croatian Employers' Association (CEA),II - In-house lobbyists and trade/business/professional associations,199999,01/12/2016
bio.be/essenscia,II - In-house lobbyists and trade/business/professional associations,199999,01/12/2016
Falco Valkenburg B.V.,I - Professional consultancies/law firms/self-employed consultants,9999,01/12/2016
ZA CLOUD SRL (Zetta Cloud),II - In-house lobbyists and trade/business/professional associations,49999,01/12/2016
Full Fact,III - Non-governmental organisations,9999,01/12/2016
FIBA Europe e.V. (FE),III - Non-governmental organisations,24999,01/12/2016
Expert Forum (EFOR),"IV - Think tanks, research and academic institutions",299999,01/12/2016
Deutscher Verband Tiernahrung e. V. (DVT),II - In-house lobbyists and trade/business/professional associations,150000,01/12/2016
The R&A,II - In-house lobbyists and trade/business/professional associations,499999,01/12/2016
"""Potro_a_"" Dru_tvo za za_titu potro_a_a Hrvatske (DZPH)",III - Non-governmental organisations,49999,01/12/2016
Lithuanian National Consumer Federation (LNCF),III - Non-governmental organisations,49999,01/12/2016
UNISON Northern Ireland,II - In-house lobbyists and trade/business/professional associations,99999,01/12/2016
Support Base SPRL,I - Professional consultancies/law firms/self-employed consultants,49999,01/12/2016
Energi- og olieforum (EOF),II - In-house lobbyists and trade/business/professional associations,24999,01/12/2016
Ervia,II - In-house lobbyists and trade/business/professional associations,49999,01/12/2016
Solactive AG,II - In-house lobbyists and trade/business/professional associations,9999,01/12/2016
Media Development Center (MDC),III - Non-governmental organisations,9999,01/12/2016
Savjetodavna slu_ba (Advisory Service Croatia) (ASC),"VI - Organisations representing local, regional and municipal authorities, other public or mixed entities, etc.",1249999,01/12/2016
"Semantic Visions, s.r.o. (Semantic Visions)",II - In-house lobbyists and trade/business/professional associations,24999,01/12/2016
Equipo de Trabajo e Investigaciãn Social (ETIS),III - Non-governmental organisations,49999,01/06/2016
Service Industrial Professional and Technical Union (SIPTU),II - In-house lobbyists and trade/business/professional associations,9999,01/12/2016
Associaç o Nacional de Farmöcias (ANF),II - In-house lobbyists and trade/business/professional associations,99500,01/12/2016
"Biedr_bas ""Latvijas Lielo pils_tu asoci_cija"" (LLPA)","VI - Organisations representing local, regional and municipal authorities, other public or mixed entities, etc.",180000,01/12/2016
SUMI AGRO FRANCE,II - In-house lobbyists and trade/business/professional associations,9999,01/12/2016
DVGW Deutscher Verein des Gas- und Wasserfaches e.V. - Technisch wissenschaftlicher Verein (DVGW e.V.),"IV - Think tanks, research and academic institutions",9999,01/12/2016
Odborov_ zv_z pracovnêkov _kolstva a vedy na Slovensku (OZP_aV na Slovensku),II - In-house lobbyists and trade/business/professional associations,9999,01/12/2016
Associaç o T_cnica da Ind“stria de Cimento (ATIC),II - In-house lobbyists and trade/business/professional associations,24999,01/12/2016
T6 Ecosystems srl (T6ECO),I - Professional consultancies/law firms/self-employed consultants,99999,01/12/2016
Global Pulse Confederation (GPC),III - Non-governmental organisations,9999,01/12/2016
Neodvisni sindikat delavcev Slovenije (NSDS),II - In-house lobbyists and trade/business/professional associations,9999,01/12/2016
Vereniging van Grootwinkelbedrijven in Textiel (VGT),II - In-house lobbyists and trade/business/professional associations,99999,01/12/2016
Ujedinjeni granski sindikati NEZAVISNOST (UGS NEZAVISNOST),II - In-house lobbyists and trade/business/professional associations,24999,01/12/2016
Business Woman Magazine (Business Woman),II - In-house lobbyists and trade/business/professional associations,9999,01/12/2016
EUROPEAN SYNTHETIC TURF ORGANISATION (ESTO),II - In-house lobbyists and trade/business/professional associations,399999,01/12/2016
Verbraucherzentrale Nordrhein-Westfalen e.V. (VZ NRW),III - Non-governmental organisations,49999,01/12/2016
ENFIT e.V. InternationalerTankreinigungs-Verband (ENFIT),II - In-house lobbyists and trade/business/professional associations,30000,01/12/2016
Barilla G. e R. Fratelli SpA,II - In-house lobbyists and trade/business/professional associations,99999,01/12/2016
Justice Upheld (JU),III - Non-governmental organisations,99999,01/05/2016
SIVECO Romania S.A. (SIVECO),II - In-house lobbyists and trade/business/professional associations,199999,01/12/2016
"Slovensk_ elektrörne, a.s. (SE)",II - In-house lobbyists and trade/business/professional associations,99999,01/12/2016
Danish Cultural Institute,III - Non-governmental organisations,49999,01/12/2016
European Powder Metallurgy Association (EPMA),II - In-house lobbyists and trade/business/professional associations,72000,01/12/2016
Democracy International e.V. (DI),III - Non-governmental organisations,80000,01/12/2016
Keystone Procurement,I - Professional consultancies/law firms/self-employed consultants,49999,01/12/2016
OpenNovations (ON),I - Professional consultancies/law firms/self-employed consultants,9999,01/12/2016
Universidad de Oviedo (Uniovi),"IV - Think tanks, research and academic institutions",60000,01/12/2016
DMI GmbH & Co. KG,II - In-house lobbyists and trade/business/professional associations,10000,01/12/2016
Hamburg@work (HH@work),III - Non-governmental organisations,999999,01/12/2016
CONFEDERAäÕO DO TURISMO PORTUGU_S (CTP),II - In-house lobbyists and trade/business/professional associations,49999,01/12/2016
Wirtschaftsf_rderung metropoleruhr GmbH (wmr),"VI - Organisations representing local, regional and municipal authorities, other public or mixed entities, etc.",9999,01/12/2016
Comit_ D_partemental des Pêches Maritimes et des Elevages Marins du Morbihan (CDPMEM 56),II - In-house lobbyists and trade/business/professional associations,9999,01/12/2016
SHORELINE societ_ cooperativa (SHORELINE),I - Professional consultancies/law firms/self-employed consultants,399999,01/12/2016
Minor Metals Trade Association (MMTA),II - In-house lobbyists and trade/business/professional associations,9999,01/12/2016
2ç Investing Initiative (2ç II),"IV - Think tanks, research and academic institutions",24999,01/12/2016
Centrul pentru Ini_iere _i Dezvoltare Organiza_ional_ (CIOS),III - Non-governmental organisations,9999,01/12/2016
Stop Wasting Food movement Denmark (Stop Spild Af Mad) (SWF),III - Non-governmental organisations,403,01/12/2016
Pantle Beratung CFD-CAA-FSI (IPA),I - Professional consultancies/law firms/self-employed consultants,9999,01/12/2016
Antigone Onlus,III - Non-governmental organisations,283820,01/12/2016
AGRUPACION EMPRESARIAL INNOVADORA PARA LA CONSTRUCCIîN EFICIENTE (AEICE),II - In-house lobbyists and trade/business/professional associations,499999,01/12/2016
Antwerp Management School (AMS),"IV - Think tanks, research and academic institutions",9999,01/12/2016
Asociaciãn Empresarial Centro Tecnolãgico del Mueble y la Madera de la Regiãn de Murcia (CETEM),II - In-house lobbyists and trade/business/professional associations,520000,01/12/2016
